@id,sample.samplingPoint,sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,determinand.label,determinand.definition,determinand.notation,resultQualifier.notation,result,codedResultInterpretation.interpretation,determinand.unit.label,sample.sampledMaterialType.label,sample.isComplianceSample,sample.purpose.label,sample.samplingPoint.easting,sample.samplingPoint.northing
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471921-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50210411,SW-50210411,HAMPSHIRE AVON AT BULFORD A3028,2023-01-19T09:47:00,Cond @ 25C,Conductivity at 25 C,0077,"",593,"",us/cm,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),416423,143739
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471921-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50210411,SW-50210411,HAMPSHIRE AVON AT BULFORD A3028,2023-01-19T09:47:00,N Oxidised,"Nitrogen, Total Oxidised as N",0116,"",6.1,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),416423,143739
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471921-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50210411,SW-50210411,HAMPSHIRE AVON AT BULFORD A3028,2023-01-19T09:47:00,pH,pH,0061,"",7.69,"",phunits,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),416423,143739
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471912-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50210770,SW-50210770,WESTERN AVON AT PATNEY BRIDGE,2023-01-19T12:11:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,"",11.5,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),407431,158237
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471912-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50210770,SW-50210770,WESTERN AVON AT PATNEY BRIDGE,2023-01-19T12:11:00,Nitrate-N,Nitrate as N,0117,"",7.58,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),407431,158237
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471912-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50210770,SW-50210770,WESTERN AVON AT PATNEY BRIDGE,2023-01-19T12:11:00,NH3 un-ion,Ammonia un-ionised as N,0119,"",0.00029,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),407431,158237
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471912-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50210770,SW-50210770,WESTERN AVON AT PATNEY BRIDGE,2023-01-19T12:11:00,Cond @ 25C,Conductivity at 25 C,0077,"",653,"",us/cm,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),407431,158237
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471912-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50210770,SW-50210770,WESTERN AVON AT PATNEY BRIDGE,2023-01-19T12:11:00,pH,pH,0061,"",7.86,"",phunits,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),407431,158237
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471912-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50210770,SW-50210770,WESTERN AVON AT PATNEY BRIDGE,2023-01-19T12:11:00,N Oxidised,"Nitrogen, Total Oxidised as N",0116,"",7.6,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),407431,158237
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471912-0162,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50210770,SW-50210770,WESTERN AVON AT PATNEY BRIDGE,2023-01-19T12:11:00,Alky pH 4.5,Alkalinity to pH 4.5 as CaCO3,0162,"",260,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),407431,158237
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471912-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50210770,SW-50210770,WESTERN AVON AT PATNEY BRIDGE,2023-01-19T12:11:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,"",0.031,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),407431,158237
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471912-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50210770,SW-50210770,WESTERN AVON AT PATNEY BRIDGE,2023-01-19T12:11:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",90.4,"",%,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),407431,158237
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471912-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50210770,SW-50210770,WESTERN AVON AT PATNEY BRIDGE,2023-01-19T12:11:00,Nitrite-N,Nitrite as N,0118,"",0.019,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),407431,158237
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471912-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50210770,SW-50210770,WESTERN AVON AT PATNEY BRIDGE,2023-01-19T12:11:00,Temp Water,Temperature of Water,0076,"",5.2,"",cel,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),407431,158237
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471912-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50210770,SW-50210770,WESTERN AVON AT PATNEY BRIDGE,2023-01-19T12:11:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.17,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),407431,158237
http://environment.data.gov.uk/water-quality/data/measurement/SW-3472005-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50230245,SW-50230245,RIVER WYLYE AT STEEPLE LANGFORD BRIDGE,2023-01-23T14:00:00,Nitrate-N,Nitrate as N,0117,"",5.59,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),403740,137058
http://environment.data.gov.uk/water-quality/data/measurement/SW-3472005-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50230245,SW-50230245,RIVER WYLYE AT STEEPLE LANGFORD BRIDGE,2023-01-23T14:00:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",104.4,"",%,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),403740,137058
http://environment.data.gov.uk/water-quality/data/measurement/SW-3472005-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50230245,SW-50230245,RIVER WYLYE AT STEEPLE LANGFORD BRIDGE,2023-01-23T14:00:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,<,0.03,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),403740,137058
http://environment.data.gov.uk/water-quality/data/measurement/SW-3472005-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50230245,SW-50230245,RIVER WYLYE AT STEEPLE LANGFORD BRIDGE,2023-01-23T14:00:00,N Oxidised,"Nitrogen, Total Oxidised as N",0116,"",5.6,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),403740,137058
http://environment.data.gov.uk/water-quality/data/measurement/SW-3472005-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50230245,SW-50230245,RIVER WYLYE AT STEEPLE LANGFORD BRIDGE,2023-01-23T14:00:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,"",13.2,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),403740,137058
http://environment.data.gov.uk/water-quality/data/measurement/SW-3472005-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50230245,SW-50230245,RIVER WYLYE AT STEEPLE LANGFORD BRIDGE,2023-01-23T14:00:00,NH3 un-ion,Ammonia un-ionised as N,0119,<,0.00039,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),403740,137058
http://environment.data.gov.uk/water-quality/data/measurement/SW-3472005-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50230245,SW-50230245,RIVER WYLYE AT STEEPLE LANGFORD BRIDGE,2023-01-23T14:00:00,Cond @ 25C,Conductivity at 25 C,0077,"",572,"",us/cm,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),403740,137058
http://environment.data.gov.uk/water-quality/data/measurement/SW-3472005-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50230245,SW-50230245,RIVER WYLYE AT STEEPLE LANGFORD BRIDGE,2023-01-23T14:00:00,pH,pH,0061,"",8.08,"",phunits,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),403740,137058
http://environment.data.gov.uk/water-quality/data/measurement/SW-3472005-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50230245,SW-50230245,RIVER WYLYE AT STEEPLE LANGFORD BRIDGE,2023-01-23T14:00:00,Temp Water,Temperature of Water,0076,"",5.3,"",cel,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),403740,137058
http://environment.data.gov.uk/water-quality/data/measurement/SW-3472005-0162,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50230245,SW-50230245,RIVER WYLYE AT STEEPLE LANGFORD BRIDGE,2023-01-23T14:00:00,Alky pH 4.5,Alkalinity to pH 4.5 as CaCO3,0162,"",240,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),403740,137058
http://environment.data.gov.uk/water-quality/data/measurement/SW-3472005-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50230245,SW-50230245,RIVER WYLYE AT STEEPLE LANGFORD BRIDGE,2023-01-23T14:00:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.073,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),403740,137058
http://environment.data.gov.uk/water-quality/data/measurement/SW-3472005-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50230245,SW-50230245,RIVER WYLYE AT STEEPLE LANGFORD BRIDGE,2023-01-23T14:00:00,Nitrite-N,Nitrite as N,0118,"",0.012,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),403740,137058
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471730-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50230640,SW-50230640,INLET HILL DEVERILL CRESS NORTH,2023-01-17T13:35:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.053,"",mg/l,GROUNDWATER,true,COMPLIANCE AUDIT (PERMIT),386989,140476
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471729-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50250701,SW-50250701,HILL DEVERILL WATERCRESS EAST OUTLET,2023-01-17T13:39:00,Sld Sus@105C,"Solids, Suspended at 105 C",0135,<,3,"",mg/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),386970,140470
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471729-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50250701,SW-50250701,HILL DEVERILL WATERCRESS EAST OUTLET,2023-01-17T13:39:00,pH,pH,0061,"",7.91,"",phunits,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),386970,140470
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471729-6455,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50250701,SW-50250701,HILL DEVERILL WATERCRESS EAST OUTLET,2023-01-17T13:39:00,Zinc - as Zn,Zinc,6455,"",6.5,"",ug/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),386970,140470
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471729-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50250701,SW-50250701,HILL DEVERILL WATERCRESS EAST OUTLET,2023-01-17T13:39:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.035,"",mg/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),386970,140470
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471726-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50250711,SW-50250711,HILL DEVERILL WATERCRESS NORTH OUTLET,2023-01-17T13:46:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.049,"",mg/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),387060,140590
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471726-6455,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50250711,SW-50250711,HILL DEVERILL WATERCRESS NORTH OUTLET,2023-01-17T13:46:00,Zinc - as Zn,Zinc,6455,"",5,"",ug/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),387060,140590
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471726-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50250711,SW-50250711,HILL DEVERILL WATERCRESS NORTH OUTLET,2023-01-17T13:46:00,pH,pH,0061,"",7.86,"",phunits,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),387060,140590
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471726-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50250711,SW-50250711,HILL DEVERILL WATERCRESS NORTH OUTLET,2023-01-17T13:46:00,Sld Sus@105C,"Solids, Suspended at 105 C",0135,<,3,"",mg/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),387060,140590
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471727-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50250714,SW-50250714,HILL DEVERILL WATERCRESS WEST OUTLET,2023-01-17T13:29:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.12,"",mg/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),386920,140470
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471727-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50250714,SW-50250714,HILL DEVERILL WATERCRESS WEST OUTLET,2023-01-17T13:29:00,Sld Sus@105C,"Solids, Suspended at 105 C",0135,<,3,"",mg/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),386920,140470
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471727-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50250714,SW-50250714,HILL DEVERILL WATERCRESS WEST OUTLET,2023-01-17T13:29:00,pH,pH,0061,"",7.81,"",phunits,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),386920,140470
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471727-6455,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50250714,SW-50250714,HILL DEVERILL WATERCRESS WEST OUTLET,2023-01-17T13:29:00,Zinc - as Zn,Zinc,6455,"",14,"",ug/l,TRADE EFFLUENT - FRESHWATER RETURNED ABSTRACTED,true,COMPLIANCE AUDIT (PERMIT),386920,140470
http://environment.data.gov.uk/water-quality/data/measurement/SW-3472021-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50270156,SW-50270156,INLET DAMERHAM FF HATCHERY,2023-01-23T13:56:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.012,"",mg/l,RIVER / RUNNING SURFACE WATER,true,COMPLIANCE AUDIT (PERMIT),411036,115028
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471771-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330162,SW-50330162,LYDDEN AT LYDLINCH,2023-01-17T13:16:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,"",0.075,"",mg/l,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (NATIONAL AGENCY POLICY),374285,112910
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471771-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330162,SW-50330162,LYDDEN AT LYDLINCH,2023-01-17T13:16:00,Nitrate-N,Nitrate as N,0117,"",2.09,"",mg/l,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (NATIONAL AGENCY POLICY),374285,112910
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471771-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330162,SW-50330162,LYDDEN AT LYDLINCH,2023-01-17T13:16:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,"",12,"",mg/l,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (NATIONAL AGENCY POLICY),374285,112910
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471771-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330162,SW-50330162,LYDDEN AT LYDLINCH,2023-01-17T13:16:00,Nitrite-N,Nitrite as N,0118,"",0.015,"",mg/l,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (NATIONAL AGENCY POLICY),374285,112910
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471771-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330162,SW-50330162,LYDDEN AT LYDLINCH,2023-01-17T13:16:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",91.8,"",%,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (NATIONAL AGENCY POLICY),374285,112910
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471771-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330162,SW-50330162,LYDDEN AT LYDLINCH,2023-01-17T13:16:00,Temp Water,Temperature of Water,0076,"",4.2,"",cel,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (NATIONAL AGENCY POLICY),374285,112910
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471771-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330162,SW-50330162,LYDDEN AT LYDLINCH,2023-01-17T13:16:00,NH3 un-ion,Ammonia un-ionised as N,0119,"",0.00045,"",mg/l,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (NATIONAL AGENCY POLICY),374285,112910
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471771-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330162,SW-50330162,LYDDEN AT LYDLINCH,2023-01-17T13:16:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.13,"",mg/l,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (NATIONAL AGENCY POLICY),374285,112910
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471771-0162,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330162,SW-50330162,LYDDEN AT LYDLINCH,2023-01-17T13:16:00,Alky pH 4.5,Alkalinity to pH 4.5 as CaCO3,0162,"",120,"",mg/l,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (NATIONAL AGENCY POLICY),374285,112910
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471771-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330162,SW-50330162,LYDDEN AT LYDLINCH,2023-01-17T13:16:00,Cond @ 25C,Conductivity at 25 C,0077,"",316,"",us/cm,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (NATIONAL AGENCY POLICY),374285,112910
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471771-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330162,SW-50330162,LYDDEN AT LYDLINCH,2023-01-17T13:16:00,N Oxidised,"Nitrogen, Total Oxidised as N",0116,"",2.1,"",mg/l,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (NATIONAL AGENCY POLICY),374285,112910
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471771-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330162,SW-50330162,LYDDEN AT LYDLINCH,2023-01-17T13:16:00,pH,pH,0061,"",7.7,"",phunits,RIVER / RUNNING SURFACE WATER,false,PLANNED INVESTIGATION (NATIONAL AGENCY POLICY),374285,112910
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471772-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330227,SW-50330227,RIVER LYDDEN AT CANNINGS COURT FARM,2023-01-17T11:53:00,N Oxidised,"Nitrogen, Total Oxidised as N",0116,"",3.3,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),371602,107810
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471772-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330227,SW-50330227,RIVER LYDDEN AT CANNINGS COURT FARM,2023-01-17T11:53:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,"",0.064,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),371602,107810
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471772-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330227,SW-50330227,RIVER LYDDEN AT CANNINGS COURT FARM,2023-01-17T11:53:00,Nitrate-N,Nitrate as N,0117,"",3.28,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),371602,107810
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471772-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330227,SW-50330227,RIVER LYDDEN AT CANNINGS COURT FARM,2023-01-17T11:53:00,Nitrite-N,Nitrite as N,0118,"",0.017,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),371602,107810
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471772-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330227,SW-50330227,RIVER LYDDEN AT CANNINGS COURT FARM,2023-01-17T11:53:00,Temp Water,Temperature of Water,0076,"",5.1,"",cel,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),371602,107810
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471772-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330227,SW-50330227,RIVER LYDDEN AT CANNINGS COURT FARM,2023-01-17T11:53:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,"",11.9,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),371602,107810
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471772-0162,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330227,SW-50330227,RIVER LYDDEN AT CANNINGS COURT FARM,2023-01-17T11:53:00,Alky pH 4.5,Alkalinity to pH 4.5 as CaCO3,0162,"",150,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),371602,107810
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471772-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330227,SW-50330227,RIVER LYDDEN AT CANNINGS COURT FARM,2023-01-17T11:53:00,pH,pH,0061,"",7.75,"",phunits,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),371602,107810
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471772-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330227,SW-50330227,RIVER LYDDEN AT CANNINGS COURT FARM,2023-01-17T11:53:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",93.5,"",%,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),371602,107810
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471772-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330227,SW-50330227,RIVER LYDDEN AT CANNINGS COURT FARM,2023-01-17T11:53:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.12,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),371602,107810
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471772-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330227,SW-50330227,RIVER LYDDEN AT CANNINGS COURT FARM,2023-01-17T11:53:00,Cond @ 25C,Conductivity at 25 C,0077,"",388,"",us/cm,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),371602,107810
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471772-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330227,SW-50330227,RIVER LYDDEN AT CANNINGS COURT FARM,2023-01-17T11:53:00,NH3 un-ion,Ammonia un-ionised as N,0119,"",0.00046,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),371602,107810
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471686-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330300,SW-50330300,CAUNDLE BROOK AT LYDLINCH,2023-01-17T13:03:00,N Oxidised,"Nitrogen, Total Oxidised as N",0116,"",2.6,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),374368,114186
http://environment.data.gov.uk/water-quality/data/measurement/SW-3471686-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/SW-50330300,SW-50330300,CAUNDLE BROOK AT LYDLINCH,2023-01-17T13:03:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,"",0.05,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),374368,114186
