@id,sample.samplingPoint,sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,determinand.label,determinand.definition,determinand.notation,resultQualifier.notation,result,codedResultInterpretation.interpretation,determinand.unit.label,sample.sampledMaterialType.label,sample.isComplianceSample,sample.purpose.label,sample.samplingPoint.easting,sample.samplingPoint.northing
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028392-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STEP5,AN-STEP5,STEEPING RIVER MILL BRIDGE,2023-01-18T12:33:00,Nitrate-N,Nitrate as N,0117,"",9.37,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),542930,364128
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028392-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STEP5,AN-STEP5,STEEPING RIVER MILL BRIDGE,2023-01-18T12:33:00,BOD ATU,BOD : 5 Day ATU,0085,"",1.3,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),542930,364128
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028392-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STEP5,AN-STEP5,STEEPING RIVER MILL BRIDGE,2023-01-18T12:33:00,Temp Water,Temperature of Water,0076,"",2.5,"",cel,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),542930,364128
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028392-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STEP5,AN-STEP5,STEEPING RIVER MILL BRIDGE,2023-01-18T12:33:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",97.9,"",%,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),542930,364128
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028392-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STEP5,AN-STEP5,STEEPING RIVER MILL BRIDGE,2023-01-18T12:33:00,Cond @ 25C,Conductivity at 25 C,0077,"",635,"",us/cm,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),542930,364128
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028392-0162,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STEP5,AN-STEP5,STEEPING RIVER MILL BRIDGE,2023-01-18T12:33:00,Alky pH 4.5,Alkalinity to pH 4.5 as CaCO3,0162,"",170,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),542930,364128
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028392-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STEP5,AN-STEP5,STEEPING RIVER MILL BRIDGE,2023-01-18T12:33:00,Nitrite-N,Nitrite as N,0118,"",0.031,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),542930,364128
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028392-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STEP5,AN-STEP5,STEEPING RIVER MILL BRIDGE,2023-01-18T12:33:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.097,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),542930,364128
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028251-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STHHYKE,AN-STHHYKE,SOUTH HYKEHAM,2023-01-17T10:44:00,Temp Water,Temperature of Water,0076,"",2.4,"",cel,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),493709,364781
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028251-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STHHYKE,AN-STHHYKE,SOUTH HYKEHAM,2023-01-17T10:44:00,N Oxidised,"Nitrogen, Total Oxidised as N",0116,"",13,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),493709,364781
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028251-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STHHYKE,AN-STHHYKE,SOUTH HYKEHAM,2023-01-17T10:44:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,"",11,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),493709,364781
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028251-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STHHYKE,AN-STHHYKE,SOUTH HYKEHAM,2023-01-17T10:44:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,"",0.16,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),493709,364781
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028251-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STHHYKE,AN-STHHYKE,SOUTH HYKEHAM,2023-01-17T10:44:00,pH,pH,0061,"",7.65,"",phunits,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),493709,364781
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028251-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STHHYKE,AN-STHHYKE,SOUTH HYKEHAM,2023-01-17T10:44:00,NH3 un-ion,Ammonia un-ionised as N,0119,"",0.00075,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),493709,364781
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028251-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STHHYKE,AN-STHHYKE,SOUTH HYKEHAM,2023-01-17T10:44:00,Cond @ 25C,Conductivity at 25 C,0077,"",989,"",us/cm,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),493709,364781
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028251-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STHHYKE,AN-STHHYKE,SOUTH HYKEHAM,2023-01-17T10:44:00,BOD ATU,BOD : 5 Day ATU,0085,<,1,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),493709,364781
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028251-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STHHYKE,AN-STHHYKE,SOUTH HYKEHAM,2023-01-17T10:44:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",80.7,"",%,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),493709,364781
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028251-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STHHYKE,AN-STHHYKE,SOUTH HYKEHAM,2023-01-17T10:44:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.07,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),493709,364781
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028251-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STHHYKE,AN-STHHYKE,SOUTH HYKEHAM,2023-01-17T10:44:00,Nitrate-N,Nitrate as N,0117,"",13,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),493709,364781
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028251-0162,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STHHYKE,AN-STHHYKE,SOUTH HYKEHAM,2023-01-17T10:44:00,Alky pH 4.5,Alkalinity to pH 4.5 as CaCO3,0162,"",190,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),493709,364781
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028251-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STHHYKE,AN-STHHYKE,SOUTH HYKEHAM,2023-01-17T10:44:00,Nitrite-N,Nitrite as N,0118,"",0.04,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),493709,364781
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028621-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STNFLDEA,AN-STNFLDEA,STAINFIELD BECK - EAST ARM,2023-01-23T11:06:00,Temp Water,Temperature of Water,0076,"",4,"",cel,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),517826,379537
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028621-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STNFLDEA,AN-STNFLDEA,STAINFIELD BECK - EAST ARM,2023-01-23T11:06:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,"",13.2,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),517826,379537
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028621-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STNFLDEA,AN-STNFLDEA,STAINFIELD BECK - EAST ARM,2023-01-23T11:06:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.046,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),517826,379537
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028621-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STNFLDEA,AN-STNFLDEA,STAINFIELD BECK - EAST ARM,2023-01-23T11:06:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",100.6,"",%,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),517826,379537
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028621-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STNFLDEA,AN-STNFLDEA,STAINFIELD BECK - EAST ARM,2023-01-23T11:06:00,Nitrite-N,Nitrite as N,0118,"",0.0059,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),517826,379537
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028621-0162,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STNFLDEA,AN-STNFLDEA,STAINFIELD BECK - EAST ARM,2023-01-23T11:06:00,Alky pH 4.5,Alkalinity to pH 4.5 as CaCO3,0162,"",260,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),517826,379537
http://environment.data.gov.uk/water-quality/data/measurement/AN-2028621-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-STNFLDEA,AN-STNFLDEA,STAINFIELD BECK - EAST ARM,2023-01-23T11:06:00,Cond @ 25C,Conductivity at 25 C,0077,"",776,"",us/cm,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),517826,379537
